productId,title,url,image,description,category,currency,originalPrice,price,availability,condition,custom_label_address,custom_label_star,custom_label_room,custom_label_maxpeople,custom_label_facilities
93012,183 Sai Gon's Heart,https://ticotravel.com.vn/homestay/183-saigons-heart/,https://ticotravel.com.vn/wp-content/uploads/2022/05/183-saigons-heart-1.jpg,"Nếu bạn yêu thích mảnh đất này đến vậy và lỡ đem lòng si mê, hãy đến ngay với 183 Sai Gon's heart để cảm nhận nhịp sống vui tươi tại đây nhé.",Homestay > 183 Saigon’s Heart,VND,,,in stock,new,,,,10 - 15 người,
62089,1984 House Quy Nhơn,https://ticotravel.com.vn/homestay/1984-house-quy-nhon/,https://ticotravel.com.vn/wp-content/uploads/2021/12/1984-House-homestay-quy-nhon-5.jpg,"1984 House Quy Nhơn có vị trí ngay sát biển, với lối kiến trúc cổ điển pha với chút hiện đại, homestay hứa hẹn sẽ đem lại cho quý khách một kỳ nghỉ đáng nhớ nhất",Homestay > 1984 House Quy Nhơn,VND,,,in stock,new,,,Double Room,10 - 15 người,Cho thuê xe
70929,Review 1986 Homestay Đà Nẵng - Làn gió lạ độc đáo,https://ticotravel.com.vn/homestay/1986-homestay-da-nang/,https://ticotravel.com.vn/wp-content/uploads/2021/12/1986-homestay-da-nang-5.jpg,1986 Homestay Đà Nẵng mang hơi thở cổ điển giữa lòng thành phố biển mộng mơ. Homestay với không gian yên tĩnh và có tầm nhìn ra sông Hàn,Homestay > 1986 Homestay Đà Nẵng,VND,,,in stock,new,"201 Chương Dương, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng, Việt Nam",,Double Room Twin Room Family,10 - 15 người,"Bữa sáng miễn phí, Quán cafe"
75775,5 Homestay Vũng Tàu,https://ticotravel.com.vn/homestay/5-homestay-vung-tau/,https://ticotravel.com.vn/wp-content/uploads/2021/12/5-homestay-vung-tau-5-1-600x450.jpg,"Nếu bạn đang muốn tìm một không gian thật chill, chất lượng dịch vụ tốt mà giá cả lại phải chẳng thì 5 homestay Vũng Tàu là gợi ý tuyệt vời",Homestay > 5 homestay Vũng Tàu,VND,,,in stock,new,"số 154/4 Bình Giã, phường 8, thành phố Vũng Tàu",,Double Room Twin Room Family,10 - 15 người,"Cho thuê xe, Tiệc BBQ"
68280,54 Homestay Cần Thơ,https://ticotravel.com.vn/homestay/54-homestay-can-tho/,https://ticotravel.com.vn/wp-content/uploads/2021/12/54-Homestay-6-600x450.jpg,"54 Homestay Cần Thơ mang trong mình sự tươi mới trong top homestay Cần Thơ, mỗi căn phòng của homestay mang một màu sắc riêng biệt",Homestay > 54 Homestay Cần Thơ,VND,,,in stock,new,"Hẻm 54, đường Nguyễn Thái Học, phường Tân An, quận Ninh Kiều, thành phố Cần Thơ",,Double Room Dorm,10 - 15 người,"Cho thuê xe, Tiệc BBQ"
68295,9 Station Hostel Phú Quốc ,https://ticotravel.com.vn/homestay/9-station-hostel/,https://ticotravel.com.vn/wp-content/uploads/2021/12/9-Station-Hostel-6-600x450.jpg,9 Station Hostel hứa hẹn mang lại cho bạn cảm giác bình yên trong không gian thoáng đãng và riêng tư tiện đi dạo thư giãn trên bãi biển,Homestay > 9 Station Hostel,VND,,,in stock,new,"91/3 Trần Hưng Đạo, Dương Đông, Phú Quốc, Kiên Giang",,Double Room Twin Room,10 - 15 người,"Có bể bơi, Quán cafe, Cho thuê xe, Tiệc BBQ, Restaurant"
52083,90s homestay Tam Đảo,https://ticotravel.com.vn/homestay/90s-homestay-tam-dao/,https://ticotravel.com.vn/wp-content/uploads/2021/12/90s-homestay-2-600x450.jpg,Đặt phòng 90s homestay Tam Đảo qua Hotline: 094 333 3333 để nhận được voucher giảm giá lên tới 20% tại Tico Travel,Homestay > 90s homestay Tam Đảo,VND,,,in stock,new,"TT. Tam Đảo, Tam Đảo, Vĩnh Phúc",,Double Room Twin Room Family,10 - 15 người,"Quán cafe, Cho thuê xe, Tiệc BBQ, Restaurant"
100088,A-Mâze House Huế,https://ticotravel.com.vn/homestay/a-maze-house-hue/,https://ticotravel.com.vn/wp-content/uploads/2021/12/A-maze-house-Hue-1-copy-600x450.jpg,"Đến đây, du khách có thể lựa chọn A-Mâze House Huế là nơi dừng chân để nghỉ ngơi và hiểu hơn về Huế. Cùng Tico Travel khám phá vẻ đẹp của homestay này nhé!",Homestay > A-Mâze House Huế,VND,,,in stock,new,"2 Hẻm 122 Lê Thánh Tôn, Thuận Lộc, Thành phố Huế, Tỉnh Thừa Thiên Huế",,Double Room Twin Room Family Dorm,10 - 15 người,
143900,À Ơi Homestay,https://ticotravel.com.vn/homestay/a-oi-homestay/,https://ticotravel.com.vn/wp-content/uploads/2023/05/A-Oi-Homestay-8-1.jpg,,Homestay > À Ơi Homestay,VND,,,in stock,new,"10 Trần Quý Khoáng, phường Nguyễn Văn Cừ, Quy Nhơn, Bình Định",,Double Room,10 - 20 người,Tiệc BBQ
79108,ABS House,https://ticotravel.com.vn/homestay/abs-house/,https://ticotravel.com.vn/wp-content/uploads/2021/12/ABS-House-Homestay-Hue-1-copy-600x450.jpg,"Đặt mình bên con sông Hương dịu dàng, ABS House sở hữu vẻ đẹp đằm thắm, yêu kiều, tựa như mái nhà yên bình cho những người con xa xứ.",Homestay > ABS House,VND,,,in stock,new,"27 Hàn Mặc Tử, Vỹ Dạ, Thành phố Huế",,Double Room Family,2 - 6 người,Tiệc BBQ
